date,TSLA_close,TSLA_close_shifted_by_1
2019-01-02,310.1199951171875,332.79998779296875
2019-01-03,300.3599853515625,310.1199951171875
2019-01-04,317.69000244140625,300.3599853515625
2019-01-07,334.9599914550781,317.69000244140625
2019-01-08,335.3500061035156,334.9599914550781
2019-01-09,338.5299987792969,335.3500061035156
2019-01-10,344.9700012207031,338.5299987792969
2019-01-11,347.260009765625,344.9700012207031
2019-01-14,334.3999938964844,347.260009765625
2019-01-15,344.42999267578125,334.3999938964844
2019-01-16,346.04998779296875,344.42999267578125
2019-01-17,347.30999755859375,346.04998779296875
2019-01-18,302.260009765625,347.30999755859375
2019-01-22,298.9200134277344,302.260009765625
2019-01-23,287.5899963378906,298.9200134277344
2019-01-24,291.510009765625,287.5899963378906
2019-01-25,297.0400085449219,291.510009765625
2019-01-28,296.3800048828125,297.0400085449219
2019-01-29,297.4599914550781,296.3800048828125
2019-01-30,308.7699890136719,297.4599914550781
2019-01-31,307.0199890136719,308.7699890136719
2019-02-01,312.2099914550781,307.0199890136719
2019-02-04,312.8900146484375,312.2099914550781
2019-02-05,321.3500061035156,312.8900146484375
2019-02-06,317.2200012207031,321.3500061035156
2019-02-07,307.510009765625,317.2200012207031
2019-02-08,305.79998779296875,307.510009765625
2019-02-11,312.8399963378906,305.79998779296875
2019-02-12,311.80999755859375,312.8399963378906
2019-02-13,308.1700134277344,311.80999755859375
2019-02-14,303.7699890136719,308.1700134277344
2019-02-15,307.8800048828125,303.7699890136719
2019-02-19,305.6400146484375,307.8800048828125
2019-02-20,302.55999755859375,305.6400146484375
2019-02-21,291.2300109863281,302.55999755859375
2019-02-22,294.7099914550781,291.2300109863281
2019-02-25,298.7699890136719,294.7099914550781
2019-02-26,297.8599853515625,298.7699890136719
2019-02-27,314.739990234375,297.8599853515625
2019-02-28,319.8800048828125,314.739990234375
2019-03-01,294.7900085449219,319.8800048828125
2019-03-04,285.3599853515625,294.7900085449219
2019-03-05,276.5400085449219,285.3599853515625
2019-03-06,276.239990234375,276.5400085449219
2019-03-07,276.5899963378906,276.239990234375
2019-03-08,284.1400146484375,276.5899963378906
2019-03-11,290.9200134277344,284.1400146484375
2019-03-12,283.3599853515625,290.9200134277344
2019-03-13,288.9599914550781,283.3599853515625
2019-03-14,289.9599914550781,288.9599914550781
2019-03-15,275.42999267578125,289.9599914550781
2019-03-18,269.489990234375,275.42999267578125
2019-03-19,267.4700012207031,269.489990234375
2019-03-20,273.6000061035156,267.4700012207031
2019-03-21,274.0199890136719,273.6000061035156
2019-03-22,264.5299987792969,274.0199890136719
2019-03-25,260.4200134277344,264.5299987792969
2019-03-26,267.7699890136719,260.4200134277344
2019-03-27,274.8299865722656,267.7699890136719
2019-03-28,278.6199951171875,274.8299865722656
2019-03-29,279.8599853515625,278.6199951171875
2019-04-01,289.17999267578125,279.8599853515625
2019-04-02,285.8800048828125,289.17999267578125
2019-04-03,291.80999755859375,285.8800048828125
2019-04-04,267.7799987792969,291.80999755859375
2019-04-05,274.9599914550781,267.7799987792969
2019-04-08,273.20001220703125,274.9599914550781
2019-04-09,272.30999755859375,273.20001220703125
2019-04-10,276.05999755859375,272.30999755859375
2019-04-11,268.4200134277344,276.05999755859375
2019-04-12,267.70001220703125,268.4200134277344
2019-04-15,266.3800048828125,267.70001220703125
2019-04-16,273.3599853515625,266.3800048828125
2019-04-17,271.2300109863281,273.3599853515625
2019-04-18,273.260009765625,271.2300109863281
2019-04-22,262.75,273.260009765625
2019-04-23,263.8999938964844,262.75
2019-04-24,258.6600036621094,263.8999938964844
2019-04-25,247.6300048828125,258.6600036621094
2019-04-26,235.13999938964844,247.6300048828125
2019-04-29,241.47000122070312,235.13999938964844
2019-04-30,238.69000244140625,241.47000122070312
2019-05-01,234.00999450683594,238.69000244140625
2019-05-02,244.10000610351562,234.00999450683594
2019-05-03,255.02999877929688,244.10000610351562
2019-05-06,255.33999633789062,255.02999877929688
2019-05-07,247.05999755859375,255.33999633789062
2019-05-08,244.83999633789062,247.05999755859375
2019-05-09,241.97999572753906,244.83999633789062
2019-05-10,239.52000427246094,241.97999572753906
2019-05-13,227.00999450683594,239.52000427246094
2019-05-14,232.30999755859375,227.00999450683594
2019-05-15,231.9499969482422,232.30999755859375
2019-05-16,228.3300018310547,231.9499969482422
2019-05-17,211.02999877929688,228.3300018310547
2019-05-20,205.36000061035156,211.02999877929688
2019-05-21,205.0800018310547,205.36000061035156
2019-05-22,192.72999572753906,205.0800018310547
2019-05-23,195.49000549316406,192.72999572753906
2019-05-24,190.6300048828125,195.49000549316406
2019-05-28,188.6999969482422,190.6300048828125
2019-05-29,189.86000061035156,188.6999969482422
2019-05-30,188.22000122070312,189.86000061035156
2019-05-31,185.16000366210938,188.22000122070312
2019-06-03,178.97000122070312,185.16000366210938
2019-06-04,193.60000610351562,178.97000122070312
2019-06-05,196.58999633789062,193.60000610351562
2019-06-06,205.9499969482422,196.58999633789062
2019-06-07,204.5,205.9499969482422
2019-06-10,212.8800048828125,204.5
2019-06-11,217.10000610351562,212.8800048828125
2019-06-12,209.25999450683594,217.10000610351562
2019-06-13,213.91000366210938,209.25999450683594
2019-06-14,214.9199981689453,213.91000366210938
2019-06-17,225.02999877929688,214.9199981689453
2019-06-18,224.74000549316406,225.02999877929688
2019-06-19,226.42999267578125,224.74000549316406
2019-06-20,219.6199951171875,226.42999267578125
2019-06-21,221.86000061035156,219.6199951171875
2019-06-24,223.63999938964844,221.86000061035156
2019-06-25,219.75999450683594,223.63999938964844
2019-06-26,219.27000427246094,219.75999450683594
2019-06-27,222.83999633789062,219.27000427246094
2019-06-28,223.4600067138672,222.83999633789062
2019-07-01,227.1699981689453,223.4600067138672
2019-07-02,224.5500030517578,227.1699981689453
2019-07-03,234.89999389648438,224.5500030517578
2019-07-05,233.10000610351562,234.89999389648438
2019-07-08,230.33999633789062,233.10000610351562
2019-07-09,230.05999755859375,230.33999633789062
2019-07-10,238.9199981689453,230.05999755859375
2019-07-11,238.60000610351562,238.9199981689453
2019-07-12,245.0800018310547,238.60000610351562
2019-07-15,253.5,245.0800018310547
2019-07-16,252.3800048828125,253.5
2019-07-17,254.86000061035156,252.3800048828125
2019-07-18,253.5399932861328,254.86000061035156
2019-07-19,258.17999267578125,253.5399932861328
2019-07-22,255.67999267578125,258.17999267578125
2019-07-23,260.1700134277344,255.67999267578125
2019-07-24,264.8800048828125,260.1700134277344
2019-07-25,228.82000732421875,264.8800048828125
2019-07-26,228.0399932861328,228.82000732421875
2019-07-29,235.77000427246094,228.0399932861328
2019-07-30,242.25999450683594,235.77000427246094
2019-07-31,241.61000061035156,242.25999450683594
2019-08-01,233.85000610351562,241.61000061035156
2019-08-02,234.33999633789062,233.85000610351562
2019-08-05,228.32000732421875,234.33999633789062
2019-08-06,230.75,228.32000732421875
2019-08-07,233.4199981689453,230.75
2019-08-08,238.3000030517578,233.4199981689453
2019-08-09,235.00999450683594,238.3000030517578
2019-08-12,229.00999450683594,235.00999450683594
2019-08-13,235.0,229.00999450683594
2019-08-14,219.6199951171875,235.0
2019-08-15,215.63999938964844,219.6199951171875
2019-08-16,219.94000244140625,215.63999938964844
2019-08-19,226.8300018310547,219.94000244140625
2019-08-20,225.86000061035156,226.8300018310547
2019-08-21,220.8300018310547,225.86000061035156
2019-08-22,222.14999389648438,220.8300018310547
2019-08-23,211.39999389648438,222.14999389648438
2019-08-26,215.0,211.39999389648438
2019-08-27,214.0800018310547,215.0
2019-08-28,215.58999633789062,214.0800018310547
2019-08-29,221.7100067138672,215.58999633789062
2019-08-30,225.61000061035156,221.7100067138672
2019-09-03,225.00999450683594,225.61000061035156
2019-09-04,220.67999267578125,225.00999450683594
2019-09-05,229.5800018310547,220.67999267578125
2019-09-06,227.4499969482422,229.5800018310547
2019-09-09,231.7899932861328,227.4499969482422
2019-09-10,235.5399932861328,231.7899932861328
2019-09-11,247.10000610351562,235.5399932861328
2019-09-12,245.8699951171875,247.10000610351562
2019-09-13,245.1999969482422,245.8699951171875
2019-09-16,242.80999755859375,245.1999969482422
2019-09-17,244.7899932861328,242.80999755859375
2019-09-18,243.49000549316406,244.7899932861328
2019-09-19,246.60000610351562,243.49000549316406
2019-09-20,240.6199951171875,246.60000610351562
2019-09-23,241.22999572753906,240.6199951171875
2019-09-24,223.2100067138672,241.22999572753906
2019-09-25,228.6999969482422,223.2100067138672
2019-09-26,242.55999755859375,228.6999969482422
2019-09-27,242.1300048828125,242.55999755859375
2019-09-30,240.8699951171875,242.1300048828125
2019-10-01,244.69000244140625,240.8699951171875
2019-10-02,243.1300048828125,244.69000244140625
2019-10-03,233.02999877929688,243.1300048828125
2019-10-04,231.42999267578125,233.02999877929688
2019-10-07,237.72000122070312,231.42999267578125
2019-10-08,240.0500030517578,237.72000122070312
2019-10-09,244.52999877929688,240.0500030517578
2019-10-10,244.74000549316406,244.52999877929688
2019-10-11,247.88999938964844,244.74000549316406
2019-10-14,256.9599914550781,247.88999938964844
2019-10-15,257.8900146484375,256.9599914550781
2019-10-16,259.75,257.8900146484375
2019-10-17,261.9700012207031,259.75
2019-10-18,256.95001220703125,261.9700012207031
2019-10-21,253.5,256.95001220703125
2019-10-22,255.5800018310547,253.5
2019-10-23,254.67999267578125,255.5800018310547
2019-10-24,299.67999267578125,254.67999267578125
2019-10-25,328.1300048828125,299.67999267578125
2019-10-28,327.7099914550781,328.1300048828125
2019-10-29,316.2200012207031,327.7099914550781
